time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-12-15 09:30:00-05:00,MLTrader,000b44f4380541f4bae6ab8594c6ff26,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-12-15 09:30:00-05:00,MLTrader,000b44f4380541f4bae6ab8594c6ff26,SPY,buy,market,fill,1,gtc,0.0,1,stock,469.489990234375,106.0,0.0
