time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-12-15 09:30:00-05:00,MLTrader,bb9ae83975514b1392e33f97c87398d7,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-12-15 09:30:00-05:00,MLTrader,bb9ae83975514b1392e33f97c87398d7,SPY,buy,market,fill,1,gtc,0.0,1,stock,469.489990234375,106.0,0.0
