datetime,portfolio_value,cash,positions,return
2022-02-12 09:30:00-05:00,99568.79931640625,149902.7197265625,"[{'asset': USD, 'quantity': 149902.7197265625}, {'asset': SPY, 'quantity': -112.0}]",0.0
2022-02-12 09:29:00-05:00,99568.79931640625,149902.7197265625,"[{'asset': USD, 'quantity': 149902.7197265625}, {'asset': SPY, 'quantity': -112.0}]",0.0
2022-02-14 08:30:00-05:00,100631.67822265625,149902.7197265625,"[{'asset': USD, 'quantity': 149902.7197265625}, {'asset': SPY, 'quantity': -112.0}]",0.010674818954805598
2022-02-14 09:30:00-05:00,100631.67822265625,149902.7197265625,"[{'asset': USD, 'quantity': 149902.7197265625}, {'asset': SPY, 'quantity': -112.0}]",0.0
2022-02-14 09:30:00-05:00,100631.67822265625,149902.7197265625,"[{'asset': USD, 'quantity': 149902.7197265625}, {'asset': SPY, 'quantity': -112.0}]",0.0
2022-02-15 09:30:00-05:00,100204.95849609375,149902.7197265625,"[{'asset': USD, 'quantity': 149902.7197265625}, {'asset': SPY, 'quantity': -112.0}]",-0.004240411509567998
2022-02-16 09:30:00-05:00,100182.560546875,149902.7197265625,"[{'asset': USD, 'quantity': 149902.7197265625}, {'asset': SPY, 'quantity': -112.0}]",-0.00022352136615699791
2022-02-17 09:30:00-05:00,100262.07958984375,149902.7197265625,"[{'asset': USD, 'quantity': 149902.7197265625}, {'asset': SPY, 'quantity': -112.0}]",0.0007937413710996655
2022-02-18 09:30:00-05:00,100921.76123046875,149902.7197265625,"[{'asset': USD, 'quantity': 149902.7197265625}, {'asset': SPY, 'quantity': -112.0}]",0.006579572689132895
2022-02-19 09:30:00-05:00,100921.76123046875,149902.7197265625,"[{'asset': USD, 'quantity': 149902.7197265625}, {'asset': SPY, 'quantity': -112.0}]",0.0
2022-02-19 09:29:00-05:00,100921.76123046875,149902.7197265625,"[{'asset': USD, 'quantity': 149902.7197265625}, {'asset': SPY, 'quantity': -112.0}]",0.0
2022-02-22 08:30:00-05:00,101531.0380859375,149902.7197265625,"[{'asset': USD, 'quantity': 149902.7197265625}, {'asset': SPY, 'quantity': -112.0}]",0.006037120716486433
2022-02-22 09:30:00-05:00,101531.0380859375,149902.7197265625,"[{'asset': USD, 'quantity': 149902.7197265625}, {'asset': SPY, 'quantity': -112.0}]",0.0
2022-02-22 09:30:00-05:00,101531.0380859375,149902.7197265625,"[{'asset': USD, 'quantity': 149902.7197265625}, {'asset': SPY, 'quantity': -112.0}]",0.0
2022-02-23 09:30:00-05:00,101444.79931640625,149902.7197265625,"[{'asset': USD, 'quantity': 149902.7197265625}, {'asset': SPY, 'quantity': -112.0}]",-0.0008493833132904305
2022-02-24 09:30:00-05:00,103868.48095703125,149902.7197265625,"[{'asset': USD, 'quantity': 149902.7197265625}, {'asset': SPY, 'quantity': -112.0}]",0.023891630295068467
2022-02-25 09:30:00-05:00,101786.4013671875,149902.7197265625,"[{'asset': USD, 'quantity': 149902.7197265625}, {'asset': SPY, 'quantity': -112.0}]",-0.02004534552406778
2022-02-26 09:30:00-05:00,101786.4013671875,149902.7197265625,"[{'asset': USD, 'quantity': 149902.7197265625}, {'asset': SPY, 'quantity': -112.0}]",0.0
2022-02-26 09:29:00-05:00,101786.4013671875,149902.7197265625,"[{'asset': USD, 'quantity': 149902.7197265625}, {'asset': SPY, 'quantity': -112.0}]",0.0
2022-02-28 08:30:00-05:00,101515.35986328125,149902.7197265625,"[{'asset': USD, 'quantity': 149902.7197265625}, {'asset': SPY, 'quantity': -112.0}]",-0.00266284592308641
2022-02-28 09:30:00-05:00,101515.35986328125,149902.7197265625,"[{'asset': USD, 'quantity': 149902.7197265625}, {'asset': SPY, 'quantity': -112.0}]",0.0
2022-02-28 09:30:00-05:00,101515.35986328125,149902.7197265625,"[{'asset': USD, 'quantity': 149902.7197265625}, {'asset': SPY, 'quantity': -112.0}]",0.0
2022-03-01 09:30:00-05:00,101178.23876953125,149902.7197265625,"[{'asset': USD, 'quantity': 149902.7197265625}, {'asset': SPY, 'quantity': -112.0}]",-0.003320887540605
2022-03-02 09:30:00-05:00,101477.2802734375,149902.7197265625,"[{'asset': USD, 'quantity': 149902.7197265625}, {'asset': SPY, 'quantity': -112.0}]",0.00295559111863386
2022-03-03 09:30:00-05:00,100570.07958984375,149902.7197265625,"[{'asset': USD, 'quantity': 149902.7197265625}, {'asset': SPY, 'quantity': -112.0}]",-0.00893993888237088
2022-03-04 09:30:00-05:00,101546.7197265625,149902.7197265625,"[{'asset': USD, 'quantity': 149902.7197265625}, {'asset': SPY, 'quantity': -112.0}]",0.009711040706160246
2022-03-05 09:30:00-05:00,101546.7197265625,225027.2197265625,"[{'asset': USD, 'quantity': 225027.2197265625}, {'asset': SPY, 'quantity': -286.0}]",0.0
2022-03-05 09:29:00-05:00,101546.7197265625,225027.2197265625,"[{'asset': USD, 'quantity': 225027.2197265625}, {'asset': SPY, 'quantity': -286.0}]",0.0
2022-03-07 08:30:00-05:00,101603.92321777344,225027.2197265625,"[{'asset': USD, 'quantity': 225027.2197265625}, {'asset': SPY, 'quantity': -286.0}]",0.000563321901140279
2022-03-07 09:30:00-05:00,101603.92321777344,225027.2197265625,"[{'asset': USD, 'quantity': 225027.2197265625}, {'asset': SPY, 'quantity': -286.0}]",0.0
2022-03-07 09:30:00-05:00,101603.92321777344,225027.2197265625,"[{'asset': USD, 'quantity': 225027.2197265625}, {'asset': SPY, 'quantity': -286.0}]",0.0
2022-03-08 09:30:00-05:00,105015.90112304688,225027.2197265625,"[{'asset': USD, 'quantity': 225027.2197265625}, {'asset': SPY, 'quantity': -286.0}]",0.03358116298285396
2022-03-09 09:30:00-05:00,103437.17553710938,225027.2197265625,"[{'asset': USD, 'quantity': 225027.2197265625}, {'asset': SPY, 'quantity': -286.0}]",-0.015033205153262563
2022-03-10 09:30:00-05:00,104186.50286865234,225027.2197265625,"[{'asset': USD, 'quantity': 225027.2197265625}, {'asset': SPY, 'quantity': -286.0}]",0.007244274871698764
2022-03-11 09:30:00-05:00,102584.90112304688,225027.2197265625,"[{'asset': USD, 'quantity': 225027.2197265625}, {'asset': SPY, 'quantity': -286.0}]",-0.015372449420100076
2022-03-12 09:30:00-05:00,102584.90112304688,225027.2197265625,"[{'asset': USD, 'quantity': 225027.2197265625}, {'asset': SPY, 'quantity': -286.0}]",0.0
2022-03-12 09:29:00-05:00,102584.90112304688,225027.2197265625,"[{'asset': USD, 'quantity': 225027.2197265625}, {'asset': SPY, 'quantity': -286.0}]",0.0
2022-03-14 08:30:00-04:00,104973.00286865234,225027.2197265625,"[{'asset': USD, 'quantity': 225027.2197265625}, {'asset': SPY, 'quantity': -286.0}]",0.023279271310512106
2022-03-14 09:30:00-04:00,104973.00286865234,225027.2197265625,"[{'asset': USD, 'quantity': 225027.2197265625}, {'asset': SPY, 'quantity': -286.0}]",0.0
2022-03-14 09:30:00-04:00,104973.00286865234,225027.2197265625,"[{'asset': USD, 'quantity': 225027.2197265625}, {'asset': SPY, 'quantity': -286.0}]",0.0
2022-03-15 09:30:00-04:00,102078.67553710938,225027.2197265625,"[{'asset': USD, 'quantity': 225027.2197265625}, {'asset': SPY, 'quantity': -286.0}]",-0.027572111423396217
2022-03-16 09:30:00-04:00,101020.48077392578,225027.2197265625,"[{'asset': USD, 'quantity': 225027.2197265625}, {'asset': SPY, 'quantity': -286.0}]",-0.010366462511544827
2022-03-17 09:30:00-04:00,99759.2197265625,225027.2197265625,"[{'asset': USD, 'quantity': 225027.2197265625}, {'asset': SPY, 'quantity': -286.0}]",-0.01248520139382292
2022-03-18 09:30:00-04:00,99759.2197265625,225027.2197265625,"[{'asset': USD, 'quantity': 225027.2197265625}, {'asset': SPY, 'quantity': -286.0}]",0.0
2022-03-19 09:30:00-04:00,99759.2197265625,337593.2197265625,"[{'asset': USD, 'quantity': 337593.2197265625}, {'asset': SPY, 'quantity': -543.0}]",0.0
2022-03-19 09:29:00-04:00,99759.2197265625,337593.2197265625,"[{'asset': USD, 'quantity': 337593.2197265625}, {'asset': SPY, 'quantity': -543.0}]",0.0
2022-03-21 08:30:00-04:00,95491.24768066406,337593.2197265625,"[{'asset': USD, 'quantity': 337593.2197265625}, {'asset': SPY, 'quantity': -543.0}]",-0.04278273284010081
2022-03-21 09:30:00-04:00,95491.24768066406,337593.2197265625,"[{'asset': USD, 'quantity': 337593.2197265625}, {'asset': SPY, 'quantity': -543.0}]",0.0
2022-03-21 09:30:00-04:00,95491.24768066406,337593.2197265625,"[{'asset': USD, 'quantity': 337593.2197265625}, {'asset': SPY, 'quantity': -543.0}]",0.0
2022-03-22 09:30:00-04:00,94921.08773803711,337593.2197265625,"[{'asset': USD, 'quantity': 337593.2197265625}, {'asset': SPY, 'quantity': -543.0}]",-0.00597080838794406
2022-03-23 09:30:00-04:00,95447.7984008789,337593.2197265625,"[{'asset': USD, 'quantity': 337593.2197265625}, {'asset': SPY, 'quantity': -543.0}]",0.005548932017039432
2022-03-24 09:30:00-04:00,92613.33773803711,337593.2197265625,"[{'asset': USD, 'quantity': 337593.2197265625}, {'asset': SPY, 'quantity': -543.0}]",-0.029696448847747248
2022-03-25 09:30:00-04:00,92613.33773803711,506327.0610961914,"[{'asset': USD, 'quantity': 506327.0610961914}, {'asset': SPY, 'quantity': -917.0}]",0.0
2022-03-26 09:30:00-04:00,92613.33773803711,506327.0610961914,"[{'asset': USD, 'quantity': 506327.0610961914}, {'asset': SPY, 'quantity': -917.0}]",0.0
2022-03-26 09:29:00-04:00,92613.33773803711,506327.0610961914,"[{'asset': USD, 'quantity': 506327.0610961914}, {'asset': SPY, 'quantity': -917.0}]",0.0
2022-03-28 08:30:00-04:00,84488.7311706543,506327.0610961914,"[{'asset': USD, 'quantity': 506327.0610961914}, {'asset': SPY, 'quantity': -917.0}]",-0.08772609610900528
2022-03-28 09:30:00-04:00,84488.7311706543,308058.4458312988,"[{'asset': USD, 'quantity': 308058.4458312988}, {'asset': SPY, 'quantity': -486.0}]",0.0
2022-03-28 09:30:00-04:00,84488.7311706543,308058.4458312988,"[{'asset': USD, 'quantity': 308058.4458312988}, {'asset': SPY, 'quantity': -486.0}]",0.0
2022-03-29 09:30:00-04:00,84333.20761108398,308058.4458312988,"[{'asset': USD, 'quantity': 308058.4458312988}, {'asset': SPY, 'quantity': -486.0}]",-0.0018407609797829183
2022-03-30 09:30:00-04:00,85523.8987121582,308058.4458312988,"[{'asset': USD, 'quantity': 308058.4458312988}, {'asset': SPY, 'quantity': -486.0}]",0.014118887859279283
2022-03-31 09:30:00-04:00,87749.78701782227,308058.4458312988,"[{'asset': USD, 'quantity': 308058.4458312988}, {'asset': SPY, 'quantity': -486.0}]",0.026026506499143398
2022-04-01 09:30:00-04:00,87749.78701782227,308058.4458312988,"[{'asset': USD, 'quantity': 308058.4458312988}, {'asset': SPY, 'quantity': -486.0}]",0.0
2022-04-02 09:30:00-04:00,87749.78701782227,308058.4458312988,"[{'asset': USD, 'quantity': 308058.4458312988}, {'asset': SPY, 'quantity': -486.0}]",0.0
2022-04-02 09:29:00-04:00,87749.78701782227,308058.4458312988,"[{'asset': USD, 'quantity': 308058.4458312988}, {'asset': SPY, 'quantity': -486.0}]",0.0
2022-04-04 08:30:00-04:00,86821.52523803711,308058.4458312988,"[{'asset': USD, 'quantity': 308058.4458312988}, {'asset': SPY, 'quantity': -486.0}]",-0.010578507496509681
2022-04-04 09:30:00-04:00,86821.52523803711,308058.4458312988,"[{'asset': USD, 'quantity': 308058.4458312988}, {'asset': SPY, 'quantity': -486.0}]",0.0
2022-04-04 09:30:00-04:00,86821.52523803711,308058.4458312988,"[{'asset': USD, 'quantity': 308058.4458312988}, {'asset': SPY, 'quantity': -486.0}]",0.0
2022-04-05 09:30:00-04:00,90869.8987121582,308058.4458312988,"[{'asset': USD, 'quantity': 308058.4458312988}, {'asset': SPY, 'quantity': -486.0}]",0.04662868410825238
2022-04-06 09:30:00-04:00,91501.70761108398,308058.4458312988,"[{'asset': USD, 'quantity': 308058.4458312988}, {'asset': SPY, 'quantity': -486.0}]",0.00695289537987831
2022-04-07 09:30:00-04:00,90345.02523803711,308058.4458312988,"[{'asset': USD, 'quantity': 308058.4458312988}, {'asset': SPY, 'quantity': -486.0}]",-0.012641101496850715
2022-04-08 09:30:00-04:00,90345.02523803711,308058.4458312988,"[{'asset': USD, 'quantity': 308058.4458312988}, {'asset': SPY, 'quantity': -486.0}]",0.0
2022-04-09 09:30:00-04:00,90345.02523803711,308058.4458312988,"[{'asset': USD, 'quantity': 308058.4458312988}, {'asset': SPY, 'quantity': -486.0}]",0.0
2022-04-09 09:29:00-04:00,90345.02523803711,308058.4458312988,"[{'asset': USD, 'quantity': 308058.4458312988}, {'asset': SPY, 'quantity': -486.0}]",0.0
2022-04-11 08:30:00-04:00,92721.57235717773,308058.4458312988,"[{'asset': USD, 'quantity': 308058.4458312988}, {'asset': SPY, 'quantity': -486.0}]",0.026305234990847692
2022-04-11 09:30:00-04:00,92721.57235717773,308058.4458312988,"[{'asset': USD, 'quantity': 308058.4458312988}, {'asset': SPY, 'quantity': -486.0}]",0.0
2022-04-11 09:30:00-04:00,92721.57235717773,308058.4458312988,"[{'asset': USD, 'quantity': 308058.4458312988}, {'asset': SPY, 'quantity': -486.0}]",0.0
2022-04-12 09:30:00-04:00,95175.86642456055,308058.4458312988,"[{'asset': USD, 'quantity': 308058.4458312988}, {'asset': SPY, 'quantity': -486.0}]",0.026469504398916932
2022-04-13 09:30:00-04:00,92493.15176391602,308058.4458312988,"[{'asset': USD, 'quantity': 308058.4458312988}, {'asset': SPY, 'quantity': -486.0}]",-0.02818692134282741
2022-04-14 09:30:00-04:00,92493.15176391602,308058.4458312988,"[{'asset': USD, 'quantity': 308058.4458312988}, {'asset': SPY, 'quantity': -486.0}]",0.0
2022-04-15 09:30:00-04:00,92493.15176391602,308058.4458312988,"[{'asset': USD, 'quantity': 308058.4458312988}, {'asset': SPY, 'quantity': -486.0}]",0.0
2022-04-15 09:29:00-04:00,92493.15176391602,308058.4458312988,"[{'asset': USD, 'quantity': 308058.4458312988}, {'asset': SPY, 'quantity': -486.0}]",0.0
2022-04-18 08:30:00-04:00,95258.49295043945,308058.4458312988,"[{'asset': USD, 'quantity': 308058.4458312988}, {'asset': SPY, 'quantity': -486.0}]",0.029897793877559975
2022-04-18 09:30:00-04:00,95258.49295043945,308058.4458312988,"[{'asset': USD, 'quantity': 308058.4458312988}, {'asset': SPY, 'quantity': -486.0}]",0.0
2022-04-18 09:30:00-04:00,95258.49295043945,308058.4458312988,"[{'asset': USD, 'quantity': 308058.4458312988}, {'asset': SPY, 'quantity': -486.0}]",0.0
2022-04-19 09:30:00-04:00,90855.31930541992,308058.4458312988,"[{'asset': USD, 'quantity': 308058.4458312988}, {'asset': SPY, 'quantity': -486.0}]",-0.04622342332573315
2022-04-20 09:30:00-04:00,90068.0016784668,308058.4458312988,"[{'asset': USD, 'quantity': 308058.4458312988}, {'asset': SPY, 'quantity': -486.0}]",-0.00866561950331679
2022-04-21 09:30:00-04:00,95720.18405151367,308058.4458312988,"[{'asset': USD, 'quantity': 308058.4458312988}, {'asset': SPY, 'quantity': -486.0}]",0.06275461060215992
2022-04-22 09:30:00-04:00,95720.18405151367,308058.4458312988,"[{'asset': USD, 'quantity': 308058.4458312988}, {'asset': SPY, 'quantity': -486.0}]",0.0
2022-04-23 09:30:00-04:00,95720.18405151367,462287.67712402344,"[{'asset': USD, 'quantity': 462287.67712402344}, {'asset': SPY, 'quantity': -839.0}]",0.0
2022-04-23 09:29:00-04:00,95720.18405151367,462287.67712402344,"[{'asset': USD, 'quantity': 462287.67712402344}, {'asset': SPY, 'quantity': -839.0}]",0.0
2022-04-25 08:30:00-04:00,105016.31838989258,462287.67712402344,"[{'asset': USD, 'quantity': 462287.67712402344}, {'asset': SPY, 'quantity': -839.0}]",0.09711780676660653
2022-04-25 09:30:00-04:00,105016.31838989258,462287.67712402344,"[{'asset': USD, 'quantity': 462287.67712402344}, {'asset': SPY, 'quantity': -839.0}]",0.0
2022-04-25 09:30:00-04:00,105016.31838989258,462287.67712402344,"[{'asset': USD, 'quantity': 462287.67712402344}, {'asset': SPY, 'quantity': -839.0}]",0.0
2022-04-26 09:30:00-04:00,112223.32531738281,462287.67712402344,"[{'asset': USD, 'quantity': 462287.67712402344}, {'asset': SPY, 'quantity': -839.0}]",0.06862749559295045
2022-04-27 09:30:00-04:00,107986.35995483398,462287.67712402344,"[{'asset': USD, 'quantity': 462287.67712402344}, {'asset': SPY, 'quantity': -839.0}]",-0.03775476578123238
2022-04-28 09:30:00-04:00,106184.5768737793,693280.3117980957,"[{'asset': USD, 'quantity': 693280.3117980957}, {'asset': SPY, 'quantity': -1386.0}]",-0.016685283972978526
2022-04-29 09:30:00-04:00,106184.5768737793,1039776.9288024902,"[{'asset': USD, 'quantity': 1039776.9288024902}, {'asset': SPY, 'quantity': -2204.0}]",0.0
2022-04-30 09:30:00-04:00,106184.5768737793,1039776.9288024902,"[{'asset': USD, 'quantity': 1039776.9288024902}, {'asset': SPY, 'quantity': -2204.0}]",0.0
2022-04-30 09:29:00-04:00,106184.5768737793,1039776.9288024902,"[{'asset': USD, 'quantity': 1039776.9288024902}, {'asset': SPY, 'quantity': -2204.0}]",0.0
2022-05-02 08:30:00-04:00,125094.86727905273,1039776.9288024902,"[{'asset': USD, 'quantity': 1039776.9288024902}, {'asset': SPY, 'quantity': -2204.0}]",0.17808886150906766
2022-05-02 09:30:00-04:00,125094.86727905273,1039776.9288024902,"[{'asset': USD, 'quantity': 1039776.9288024902}, {'asset': SPY, 'quantity': -2204.0}]",0.0
2022-05-02 09:30:00-04:00,125094.86727905273,1039776.9288024902,"[{'asset': USD, 'quantity': 1039776.9288024902}, {'asset': SPY, 'quantity': -2204.0}]",0.0
2022-05-03 09:30:00-04:00,120532.6383972168,1039776.9288024902,"[{'asset': USD, 'quantity': 1039776.9288024902}, {'asset': SPY, 'quantity': -2204.0}]",-0.03647015246164209
2022-05-04 09:30:00-04:00,104068.75570678711,1039776.9288024902,"[{'asset': USD, 'quantity': 1039776.9288024902}, {'asset': SPY, 'quantity': -2204.0}]",-0.1365927346265562
2022-05-05 09:30:00-04:00,133712.5153503418,1039776.9288024902,"[{'asset': USD, 'quantity': 1039776.9288024902}, {'asset': SPY, 'quantity': -2204.0}]",0.2848478339365923
2022-05-06 09:30:00-04:00,133712.5153503418,1039776.9288024902,"[{'asset': USD, 'quantity': 1039776.9288024902}, {'asset': SPY, 'quantity': -2204.0}]",0.0
2022-05-07 09:30:00-04:00,133712.5153503418,1039776.9288024902,"[{'asset': USD, 'quantity': 1039776.9288024902}, {'asset': SPY, 'quantity': -2204.0}]",0.0
2022-05-07 09:29:00-04:00,133712.5153503418,1039776.9288024902,"[{'asset': USD, 'quantity': 1039776.9288024902}, {'asset': SPY, 'quantity': -2204.0}]",0.0
2022-05-09 08:30:00-04:00,148280.99032592773,1039776.9288024902,"[{'asset': USD, 'quantity': 1039776.9288024902}, {'asset': SPY, 'quantity': -2204.0}]",0.10895371265296228
2022-05-09 09:30:00-04:00,148280.99032592773,1039776.9288024902,"[{'asset': USD, 'quantity': 1039776.9288024902}, {'asset': SPY, 'quantity': -2204.0}]",0.0
2022-05-09 09:30:00-04:00,148280.99032592773,1039776.9288024902,"[{'asset': USD, 'quantity': 1039776.9288024902}, {'asset': SPY, 'quantity': -2204.0}]",0.0
2022-05-10 09:30:00-04:00,162430.6326599121,1039776.9288024902,"[{'asset': USD, 'quantity': 1039776.9288024902}, {'asset': SPY, 'quantity': -2204.0}]",0.0954245200472621
2022-05-11 09:30:00-04:00,181605.45956420898,1039776.9288024902,"[{'asset': USD, 'quantity': 1039776.9288024902}, {'asset': SPY, 'quantity': -2204.0}]",0.11804932721307582
2022-05-12 09:30:00-04:00,165428.10763549805,1039776.9288024902,"[{'asset': USD, 'quantity': 1039776.9288024902}, {'asset': SPY, 'quantity': -2204.0}]",-0.08907965634695703
2022-05-13 09:30:00-04:00,165428.10763549805,1039776.9288024902,"[{'asset': USD, 'quantity': 1039776.9288024902}, {'asset': SPY, 'quantity': -2204.0}]",0.0
2022-05-14 09:30:00-04:00,165428.10763549805,1039776.9288024902,"[{'asset': USD, 'quantity': 1039776.9288024902}, {'asset': SPY, 'quantity': -2204.0}]",0.0
